m49_code,country,region,cpc_code,commodity,year,loss_percentage,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,url,notes
418,Lao People's Democratic Republic,,1234,Tomatoes,2008,16.9,Whole supply chain,,,,Modelled Estimates,Weinberger et al 2008,http://ucce.ucdavis.edu/files/datastore/234-1479.pdf,Sourced from Weinberger et al 2008
418,Lao People's Democratic Republic,,1241.9,"Other beans, green",2008,12.2,Whole supply chain,,,,Modelled Estimates,Weinberger et al 2008,http://ucce.ucdavis.edu/files/datastore/234-1479.pdf,
419,Latin America and the Caribbean,,1359.9,"Other fruits, n.e.c.",2011,10.0,Households,,,,Modelled Estimates,"FAO (2016), g l o b a l f o o d l o s s e s f o o d w a s t e",, Reference has been generated automatically
419,Latin America and the Caribbean,,1359.9,"Other fruits, n.e.c.",2011,12.0,Wholesale,,,,Modelled Estimates,"FAO (2016), g l o b a l f o o d l o s s e s f o o d w a s t e",, Reference has been generated automatically
419,Latin America and the Caribbean,,1359.9,"Other fruits, n.e.c.",2011,20.0,Farm,,,,Modelled Estimates,"FAO (2016), g l o b a l f o o d l o s s e s f o o d w a s t e",, Reference has been generated automatically
419,Latin America and the Caribbean,,1359.9,"Other fruits, n.e.c.",2011,10.0,Farm,,,,Modelled Estimates,"FAO (2016), g l o b a l f o o d l o s s e s f o o d w a s t e",, Reference has been generated automatically
419,Latin America and the Caribbean,,1359.9,"Other fruits, n.e.c.",2011,20.0,Processing,,,,Modelled Estimates,"FAO (2016), g l o b a l f o o d l o s s e s f o o d w a s t e",, Reference has been generated automatically
484,Mexico,,1234,Tomatoes,2016,7.6,Wholesale,,,,Expert Opinion,ESS,,
484,Mexico,,1234,Tomatoes,2016,10.3,Harvest,,,,Expert Opinion,ESS,,
484,Mexico,,1234,Tomatoes,2016,13.9,,,,,Expert Opinion,ESS,,
484,Mexico,,1232,Cucumbers and gherkins,2015,45.5,Whole supply chain,,,,Survey,FAO (2015),,
484,Mexico,,1229,Cantaloupes and other melons,2013,41.2,Whole supply chain,,,,Rapid Assessment,Cruzada Nacional Contra el Hambre - Grupo Tecnico de las Perdidas y Mermas de Alimentos: Estudio de Linea Base de 2013,,
484,Mexico,,1233,Eggplants (aubergines),2013,49.1,Whole supply chain,,,,Rapid Assessment,Cruzada Nacional Contra el Hambre - Grupo Tecnico de las Perdidas y Mermas de Alimentos: Estudio de Linea Base de 2013,,
484,Mexico,,1234,Tomatoes,2013,17.8,Whole supply chain,,,,Rapid Assessment,Cruzada Nacional Contra el Hambre - Grupo Tecnico de las Perdidas y Mermas de Alimentos: Estudio de Linea Base de 2013,,
484,Mexico,,1234,Tomatoes,2013,28.9,Whole supply chain,,,,Rapid Assessment,Cruzada Nacional Contra el Hambre - Grupo Tecnico de las Perdidas y Mermas de Alimentos: Estudio de Linea Base de 2013,,
484,Mexico,,1235,"Pumpkins, squash and gourds",2013,14.7,Whole supply chain,,,,Rapid Assessment,Cruzada Nacional Contra el Hambre - Grupo Tecnico de las Perdidas y Mermas de Alimentos: Estudio de Linea Base de 2013,,
484,Mexico,,1251,Carrots and turnips,2013,19.0,Whole supply chain,,,,Rapid Assessment,Cruzada Nacional Contra el Hambre - Grupo Tecnico de las Perdidas y Mermas de Alimentos: Estudio de Linea Base de 2013,,
484,Mexico,,1252,Green garlic,2013,21.4,Whole supply chain,,,,Rapid Assessment,Cruzada Nacional Contra el Hambre - Grupo Tecnico de las Perdidas y Mermas de Alimentos: Estudio de Linea Base de 2013,,
484,Mexico,,1253.01,"Onions and shallots, green",2013,32.1,Whole supply chain,,,,Rapid Assessment,Cruzada Nacional Contra el Hambre - Grupo Tecnico de las Perdidas y Mermas de Alimentos: Estudio de Linea Base de 2013,,
484,Mexico,,1317,Papayas,2013,22.8,Whole supply chain,,,,Rapid Assessment,Cruzada Nacional Contra el Hambre - Grupo Tecnico de las Perdidas y Mermas de Alimentos: Estudio de Linea Base de 2013,,
484,Mexico,,1318,Pineapples,2013,32.8,Whole supply chain,,,,Rapid Assessment,Cruzada Nacional Contra el Hambre - Grupo Tecnico de las Perdidas y Mermas de Alimentos: Estudio de Linea Base de 2013,,
484,Mexico,,1322,Lemons and limes,2013,33.4,Whole supply chain,,,,Rapid Assessment,Cruzada Nacional Contra el Hambre - Grupo Tecnico de las Perdidas y Mermas de Alimentos: Estudio de Linea Base de 2013,,
484,Mexico,,1323,Oranges,2013,23.2,Whole supply chain,,,,Rapid Assessment,Cruzada Nacional Contra el Hambre - Grupo Tecnico de las Perdidas y Mermas de Alimentos: Estudio de Linea Base de 2013,,
484,Mexico,,1330,Grapes,2013,45.5,Whole supply chain,,,,Rapid Assessment,Cruzada Nacional Contra el Hambre - Grupo Tecnico de las Perdidas y Mermas de Alimentos: Estudio de Linea Base de 2013,,
484,Mexico,,1221,Watermelons,2011,0.4,Whole supply chain,,,,,,,
484,Mexico,,1311,Avocados,2011,3.9,Whole supply chain,,,,,,,
484,Mexico,,1312,Bananas,2011,0.5,Whole supply chain,,,,,,,
484,Mexico,,1316,"Mangoes, guavas and mangosteens",2011,0.2,Whole supply chain,,,,,,,
484,Mexico,,1317,Papayas,2011,0.0,Whole supply chain,,,,,,,
484,Mexico,,1318,Pineapples,2011,9.9,Whole supply chain,,,,,,,
484,Mexico,,1322,Lemons and limes,2011,0.7,Whole supply chain,,,,,,,
484,Mexico,,1323,Oranges,2011,0.8,Whole supply chain,,,,,,,
50,Bangladesh,,1234,Tomatoes,2016,2.6,Wholesale,,tomatoes unmarketable after 5 days (brought from Bogra to Gazipur wholesale market),,,FAO/BARI,http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
50,Bangladesh,,1234,Tomatoes,2014,10.0,Trader,,,90,,BARI Khatun et al.,http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
50,Bangladesh,,1234,Tomatoes,2014,15.0,Transport,,10% loss from farm-gate to local market. An additional 20% loss occurs when produce travels from regional/local market to national market,,,USAID,http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
50,Bangladesh,,1234,Tomatoes,2014,15.4,Farm,,,90,,BARI Khatun et al.,http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
50,Bangladesh,,1234,Tomatoes,2014,35.0,Farm,,,,,USAID,http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
50,Bangladesh,,1234,Tomatoes,2010,13.0,Wholesale,,,,,"BAU MSc thesis; Uddin, M. J.",http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
50,Bangladesh,,1234,Tomatoes,2010,10.8,Wholesale,,"long transport, packaging, handling and storage at wholesaler",,,"BAU MSc thesis; Uddin, M. J.",http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
50,Bangladesh,,1234,Tomatoes,2010,8.1,Retail,,,,,"BAU MSc thesis; Uddin, M. J.",http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
50,Bangladesh,,1234,Tomatoes,2010,4.5,Trader,,,,,"BAU MSc thesis; Uddin, M. J.",http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
50,Bangladesh,,1234,Tomatoes,2010,1.4,Processing,,Ketchup production,,,"BAU MSc thesis; Uddin, M. J.",http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
50,Bangladesh,,1234,Tomatoes,2010,13.3,Farm,,,75,,"BAU paper ; Akhter, R",http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
50,Bangladesh,,1213,Cauliflowers and broccoli,2010,10.3,Wholesale,,,100,Survey,"Mymensingh and Gazipur,",http://www.measurepostharvestlosses.com/sites/default/files/phlveg.pdf,
50,Bangladesh,,1213,Cauliflowers and broccoli,2010,4.2,Farm,,,100,Survey,"Mymensingh and Gazipur,",http://www.measurepostharvestlosses.com/sites/default/files/phlveg.pdf,
50,Bangladesh,,1213,Cauliflowers and broccoli,2010,9.2,Trader,,,100,Survey,"Mymensingh and Gazipur,",http://www.measurepostharvestlosses.com/sites/default/files/phlveg.pdf,
50,Bangladesh,,1213,Cauliflowers and broccoli,2010,10.7,Retail,,,100,Survey,"Mymensingh and Gazipur,",http://www.measurepostharvestlosses.com/sites/default/files/phlveg.pdf,
50,Bangladesh,,1213,Cauliflowers and broccoli,2010,34.4,Whole supply chain,,,400,Survey,"Md Kamrul Hassan, Bishan Lal Das Chowdhury and Nasrin Akhter",,
50,Bangladesh,,1213,Cauliflowers and broccoli,2010,9.2,Trader,,,100,Survey,"Md Kamrul Hassan, Bishan Lal Das Chowdhury and Nasrin Akhter",,
50,Bangladesh,,1213,Cauliflowers and broccoli,2010,10.3,Wholesale,,,100,Survey,"Md Kamrul Hassan, Bishan Lal Das Chowdhury and Nasrin Akhter",,
50,Bangladesh,,1213,Cauliflowers and broccoli,2010,10.7,Retail,,,100,Survey,"Md Kamrul Hassan, Bishan Lal Das Chowdhury and Nasrin Akhter",,
50,Bangladesh,,1213,Cauliflowers and broccoli,2010,4.2,Farm,,,100,Survey,"Md Kamrul Hassan, Bishan Lal Das Chowdhury and Nasrin Akhter",,
50,Bangladesh,,1232,Cucumbers and gherkins,2010,4.7,Retail,,,100,Survey,"Mymensingh and Gazipur,",http://www.measurepostharvestlosses.com/sites/default/files/phlassessveg.pdf,
50,Bangladesh,,1232,Cucumbers and gherkins,2010,10.7,Wholesale,,,100,Survey,"Mymensingh and Gazipur,",http://www.measurepostharvestlosses.com/sites/default/files/phlassessveg.pdf,
50,Bangladesh,,1232,Cucumbers and gherkins,2010,4.5,Trader,,,100,Survey,"Mymensingh and Gazipur,",http://www.measurepostharvestlosses.com/sites/default/files/phlassessveg.pdf,
50,Bangladesh,,1232,Cucumbers and gherkins,2010,7.2,Farm,,,100,Survey,"Md Kamrul Hassan, Bishan Lal Das Chowdhury and Nasrin Akhter",,
50,Bangladesh,,1232,Cucumbers and gherkins,2010,27.1,Whole supply chain,,,400,Survey,"Md Kamrul Hassan, Bishan Lal Das Chowdhury and Nasrin Akhter",,
50,Bangladesh,,1232,Cucumbers and gherkins,2010,4.5,Trader,,,100,Survey,"Md Kamrul Hassan, Bishan Lal Das Chowdhury and Nasrin Akhter",,
50,Bangladesh,,1232,Cucumbers and gherkins,2010,10.7,Wholesale,,,100,Survey,"Md Kamrul Hassan, Bishan Lal Das Chowdhury and Nasrin Akhter",,
50,Bangladesh,,1232,Cucumbers and gherkins,2010,7.2,Farm,,,100,Survey,"Mymensingh and Gazipur,",http://www.measurepostharvestlosses.com/sites/default/files/phlassessveg.pdf,
50,Bangladesh,,1233,Eggplants (aubergines),2010,7.4,Trader,,,100,Survey,"Md Kamrul Hassan, Bishan Lal Das Chowdhury and Nasrin Akhter",,
50,Bangladesh,,1233,Eggplants (aubergines),2010,7.4,Trader,,,100,Survey,"Mymensingh and Gazipur,",http://www.measurepostharvestlosses.com/sites/default/files/phlassessveg.pdf,
50,Bangladesh,,1233,Eggplants (aubergines),2010,6.6,Retail,,,100,Survey,"Mymensingh and Gazipur,",http://www.measurepostharvestlosses.com/sites/default/files/phlassessveg.pdf,
50,Bangladesh,,1233,Eggplants (aubergines),2010,6.9,Farm,,,100,Survey,"Mymensingh and Gazipur,",http://www.measurepostharvestlosses.com/sites/default/files/phlassessveg.pdf,
50,Bangladesh,,1233,Eggplants (aubergines),2010,6.9,Farm,,,100,Survey,"Md Kamrul Hassan, Bishan Lal Das Chowdhury and Nasrin Akhter",,
50,Bangladesh,,1233,Eggplants (aubergines),2010,6.4,Retail,,,100,Survey,"Md Kamrul Hassan, Bishan Lal Das Chowdhury and Nasrin Akhter",,
50,Bangladesh,,1233,Eggplants (aubergines),2010,29.4,Whole supply chain,,,400,Survey,"Md Kamrul Hassan, Bishan Lal Das Chowdhury and Nasrin Akhter",,
50,Bangladesh,,1233,Eggplants (aubergines),2010,8.4,Wholesale,,,100,Survey,"Mymensingh and Gazipur,",http://www.measurepostharvestlosses.com/sites/default/files/phlassessveg.pdf,
50,Bangladesh,,1233,Eggplants (aubergines),2010,8.4,Wholesale,,,100,Survey,"Md Kamrul Hassan, Bishan Lal Das Chowdhury and Nasrin Akhter",,
50,Bangladesh,,1234,Tomatoes,2010,6.9,Farm,,"Higher Postharvest Losses Of Tomato In The Conventional Production System May Be Attributed To The Lower Price Due To Higher Supply, Which Restrains The Growers And Other Intermediaries To Adopt Improved Practices",75,,"Mymensingh and Gazipur,",http://www.measurepostharvestlosses.com/sites/default/files/phlassessveg.pdf,
50,Bangladesh,,1234,Tomatoes,2010,8.9,Retail,,"Higher Postharvest Losses Of Tomato In The Conventional Production System May Be Attributed To The Lower Price Due To Higher Supply, Which Restrains The Growers And Other Intermediaries To Adopt Improved Practices",100,,"Mymensingh and Gazipur,",http://www.measurepostharvestlosses.com/sites/default/files/phlassessveg.pdf,
50,Bangladesh,,1234,Tomatoes,2010,8.0,Wholesale,,,100,Survey,"Md Kamrul Hassan, Bishan Lal Das Chowdhury and Nasrin Akhter",,
50,Bangladesh,,1234,Tomatoes,2010,9.1,Trader,,"Higher Postharvest Losses Of Tomato In The Conventional Production System May Be Attributed To The Lower Price Due To Higher Supply, Which Restrains The Growers And Other Intermediaries To Adopt Improved Practices",75,,"Mymensingh and Gazipur,",http://www.measurepostharvestlosses.com/sites/default/files/phlassessveg.pdf,
50,Bangladesh,,1234,Tomatoes,2010,9.1,Trader,,,75,Survey,"Md Kamrul Hassan, Bishan Lal Das Chowdhury and Nasrin Akhter",,
50,Bangladesh,,1234,Tomatoes,2010,8.0,Wholesale,,"Higher Postharvest Losses Of Tomato In The Conventional Production System May Be Attributed To The Lower Price Due To Higher Supply, Which Restrains The Growers And Other Intermediaries To Adopt Improved Practices",100,,"Mymensingh and Gazipur,",http://www.measurepostharvestlosses.com/sites/default/files/phlassessveg.pdf,
50,Bangladesh,,1234,Tomatoes,2010,6.9,Farm,,,75,Survey,"Md Kamrul Hassan, Bishan Lal Das Chowdhury and Nasrin Akhter",,
50,Bangladesh,,1234,Tomatoes,2010,8.9,Retail,,,100,Survey,"Md Kamrul Hassan, Bishan Lal Das Chowdhury and Nasrin Akhter",,
50,Bangladesh,,1234,Tomatoes,2010,32.9,Whole supply chain,,,350,Survey,"Md Kamrul Hassan, Bishan Lal Das Chowdhury and Nasrin Akhter",,
50,Bangladesh,,1239.01,Okra,2010,8.3,Retail,,,100,,"Mymensingh and Gazipur,",http://www.measurepostharvestlosses.com/sites/default/files/phlassessveg.pdf,
50,Bangladesh,,1239.01,Okra,2010,10.7,Retail,,,100,Survey,"Mymensingh and Gazipur,",http://www.measurepostharvestlosses.com/sites/default/files/phlassessveg.pdf,
50,Bangladesh,,1239.01,Okra,2010,4.2,Farm,,,100,Survey,"Mymensingh and Gazipur,",http://www.measurepostharvestlosses.com/sites/default/files/phlassessveg.pdf,
50,Bangladesh,,1239.01,Okra,2010,4.9,Wholesale,,,100,Survey,"Md Kamrul Hassan, Bishan Lal Das Chowdhury and Nasrin Akhter",,
50,Bangladesh,,1239.01,Okra,2010,10.3,Wholesale,,,100,Survey,"Mymensingh and Gazipur,",http://www.measurepostharvestlosses.com/sites/default/files/phlassessveg.pdf,
50,Bangladesh,,1239.01,Okra,2010,9.8,Trader,,,100,,"Mymensingh and Gazipur,",http://www.measurepostharvestlosses.com/sites/default/files/phlassessveg.pdf,
